ID,glAccountNumber,userDefined1,userDefined2,journalEntryType,journalId,period,amount,amountCreditDebitIndicator,jeLineDescription,reportingAmountCurrency,transactionId,enteredBy,enteredDateTime,tags
19695,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3056,6/1/2028,17.64,D,Payroll Computer Checks,Z-US$,19713,sa,1/1/1900,common:ComprehensiveIncome
19696,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3056,6/1/2028,-41.66,C,Payroll Computer Checks,Z-US$,19714,sa,1/1/1900,common:NetCashFlowOperatingActivities
19697,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3056,6/1/2028,-27,C,Payroll Computer Checks,Z-US$,19715,sa,1/1/1900,common:NetCashFlowOperatingActivities
19698,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,3056,6/1/2028,-51.19,C,Payroll Computer Checks,Z-US$,19716,sa,1/1/1900,common:NetCashFlowOperatingActivities
19699,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3056,6/1/2028,-931.16,C,Payroll Computer Checks,Z-US$,19717,sa,1/1/1900,common:NetCashFlowOperatingActivities
19700,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3056,6/1/2028,-315.32,C,Payroll Computer Checks,Z-US$,19718,sa,1/1/1900,common:NetCashFlowOperatingActivities
19701,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3057,6/1/2028,-683.86,C,Payroll Computer Checks,Z-US$,19719,sa,1/1/1900,common:NetCashFlowOperatingActivities
19702,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3057,6/1/2028,-243.04,C,Payroll Computer Checks,Z-US$,19720,sa,1/1/1900,common:NetCashFlowOperatingActivities
19703,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,3057,6/1/2028,-50.85,C,Payroll Computer Checks,Z-US$,19721,sa,1/1/1900,common:NetCashFlowOperatingActivities
19704,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,3057,6/1/2028,990,D,Payroll Computer Checks,Z-US$,19722,sa,1/1/1900,common:ComprehensiveIncome
19705,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3057,6/1/2028,-107.65,C,Payroll Computer Checks,Z-US$,19723,sa,1/1/1900,common:NetCashFlowOperatingActivities
19706,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3057,6/1/2028,13.23,D,Payroll Computer Checks,Z-US$,19724,sa,1/1/1900,common:ComprehensiveIncome
19707,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3057,6/1/2028,-25.22,C,Payroll Computer Checks,Z-US$,19725,sa,1/1/1900,common:NetCashFlowOperatingActivities
19708,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,3057,6/1/2028,56.54,D,Payroll Computer Checks,Z-US$,19726,sa,1/1/1900,common:ComprehensiveIncome
19709,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,3057,6/1/2028,50.85,D,Payroll Computer Checks,Z-US$,19727,sa,1/1/1900,common:ComprehensiveIncome
19710,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,3058,6/1/2028,1000,D,Payroll Computer Checks,Z-US$,19728,sa,1/1/1900,common:ComprehensiveIncome
19711,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3058,6/1/2028,13.74,D,Payroll Computer Checks,Z-US$,19729,sa,1/1/1900,common:ComprehensiveIncome
19712,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3058,6/1/2028,-22.51,C,Payroll Computer Checks,Z-US$,19730,sa,1/1/1900,common:NetCashFlowOperatingActivities
19713,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,3058,6/1/2028,-50.86,C,Payroll Computer Checks,Z-US$,19731,sa,1/1/1900,common:NetCashFlowOperatingActivities
19714,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3058,6/1/2028,-782.67,C,Payroll Computer Checks,Z-US$,19732,sa,1/1/1900,common:NetCashFlowOperatingActivities
19715,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,3058,6/1/2028,50.86,D,Payroll Computer Checks,Z-US$,19733,sa,1/1/1900,common:ComprehensiveIncome
19716,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3058,6/1/2028,-82.95,C,Payroll Computer Checks,Z-US$,19734,sa,1/1/1900,common:NetCashFlowOperatingActivities
19717,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,3058,6/1/2028,58.72,D,Payroll Computer Checks,Z-US$,19735,sa,1/1/1900,common:ComprehensiveIncome
19718,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3058,6/1/2028,-184.33,C,Payroll Computer Checks,Z-US$,19736,sa,1/1/1900,common:NetCashFlowOperatingActivities
19719,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3059,6/1/2028,-119.58,C,Payroll Computer Checks,Z-US$,19737,sa,1/1/1900,common:NetCashFlowOperatingActivities
19720,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3059,6/1/2028,11.53,D,Payroll Computer Checks,Z-US$,19738,sa,1/1/1900,common:ComprehensiveIncome
19721,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3059,6/1/2028,-667.09,C,Payroll Computer Checks,Z-US$,19739,sa,1/1/1900,common:NetCashFlowOperatingActivities
19722,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3059,6/1/2028,-15.54,C,Payroll Computer Checks,Z-US$,19740,sa,1/1/1900,common:NetCashFlowOperatingActivities
19723,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,3059,6/1/2028,50.69,D,Payroll Computer Checks,Z-US$,19741,sa,1/1/1900,common:ComprehensiveIncome
19724,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,3059,6/1/2028,-50.69,C,Payroll Computer Checks,Z-US$,19742,sa,1/1/1900,common:NetCashFlowOperatingActivities
19725,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3059,6/1/2028,-146.08,C,Payroll Computer Checks,Z-US$,19743,sa,1/1/1900,common:NetCashFlowOperatingActivities
19726,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,3059,6/1/2028,887.5,D,Payroll Computer Checks,Z-US$,19744,sa,1/1/1900,common:ComprehensiveIncome
19727,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,3059,6/1/2028,49.26,D,Payroll Computer Checks,Z-US$,19745,sa,1/1/1900,common:ComprehensiveIncome
19728,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3060,7/1/2028,-14.49,C,Payroll Computer Checks,Z-US$,19746,sa,1/1/1900,common:NetCashFlowOperatingActivities
19729,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3060,7/1/2028,12.25,D,Payroll Computer Checks,Z-US$,19747,sa,1/1/1900,common:ComprehensiveIncome
19730,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,3060,7/1/2028,937.5,D,Payroll Computer Checks,Z-US$,19748,sa,1/1/1900,common:ComprehensiveIncome
19731,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,3060,7/1/2028,50.77,D,Payroll Computer Checks,Z-US$,19749,sa,1/1/1900,common:ComprehensiveIncome
19732,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3060,7/1/2028,-121.08,C,Payroll Computer Checks,Z-US$,19750,sa,1/1/1900,common:NetCashFlowOperatingActivities
19733,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,3060,7/1/2028,-50.77,C,Payroll Computer Checks,Z-US$,19751,sa,1/1/1900,common:NetCashFlowOperatingActivities
19734,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3060,7/1/2028,-171.28,C,Payroll Computer Checks,Z-US$,19752,sa,1/1/1900,common:NetCashFlowOperatingActivities
19735,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3060,7/1/2028,-695.26,C,Payroll Computer Checks,Z-US$,19753,sa,1/1/1900,common:NetCashFlowOperatingActivities
19736,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,3060,7/1/2028,52.36,D,Payroll Computer Checks,Z-US$,19754,sa,1/1/1900,common:ComprehensiveIncome
19737,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,3061,7/1/2028,51.32,D,Payroll Computer Checks,Z-US$,19755,sa,1/1/1900,common:ComprehensiveIncome
19738,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3061,7/1/2028,-40.16,C,Payroll Computer Checks,Z-US$,19756,sa,1/1/1900,common:NetCashFlowOperatingActivities
19739,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3061,7/1/2028,-44.26,C,Payroll Computer Checks,Z-US$,19757,sa,1/1/1900,common:NetCashFlowOperatingActivities
19740,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3061,7/1/2028,18.91,D,Payroll Computer Checks,Z-US$,19758,sa,1/1/1900,common:ComprehensiveIncome
19741,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3061,7/1/2028,-285.71,C,Payroll Computer Checks,Z-US$,19759,sa,1/1/1900,common:NetCashFlowOperatingActivities
19742,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3061,7/1/2028,-1038.33,C,Payroll Computer Checks,Z-US$,19760,sa,1/1/1900,common:NetCashFlowOperatingActivities
19743,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,3061,7/1/2028,1308.72,D,Payroll Computer Checks,Z-US$,19761,sa,1/1/1900,common:ComprehensiveIncome
19744,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,3061,7/1/2028,-51.32,C,Payroll Computer Checks,Z-US$,19762,sa,1/1/1900,common:NetCashFlowOperatingActivities
19745,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,3061,7/1/2028,80.83,D,Payroll Computer Checks,Z-US$,19763,sa,1/1/1900,common:ComprehensiveIncome
19746,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3062,7/1/2028,20.16,D,Payroll Computer Checks,Z-US$,19764,sa,1/1/1900,common:ComprehensiveIncome
19747,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,3062,7/1/2028,52.15,D,Payroll Computer Checks,Z-US$,19765,sa,1/1/1900,common:ComprehensiveIncome
19748,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3062,7/1/2028,-1040.51,C,Payroll Computer Checks,Z-US$,19766,sa,1/1/1900,common:NetCashFlowOperatingActivities
19749,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3062,7/1/2028,-60.82,C,Payroll Computer Checks,Z-US$,19767,sa,1/1/1900,common:NetCashFlowOperatingActivities
19750,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3062,7/1/2028,-71.88,C,Payroll Computer Checks,Z-US$,19768,sa,1/1/1900,common:NetCashFlowOperatingActivities
19751,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3062,7/1/2028,-328.55,C,Payroll Computer Checks,Z-US$,19769,sa,1/1/1900,common:NetCashFlowOperatingActivities
19752,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,3062,7/1/2028,86.21,D,Payroll Computer Checks,Z-US$,19770,sa,1/1/1900,common:ComprehensiveIncome
19753,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,3062,7/1/2028,1395.39,D,Payroll Computer Checks,Z-US$,19771,sa,1/1/1900,common:ComprehensiveIncome
19754,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,3062,7/1/2028,-52.15,C,Payroll Computer Checks,Z-US$,19772,sa,1/1/1900,common:NetCashFlowOperatingActivities
19755,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3063,7/1/2028,18.96,D,Payroll Computer Checks,Z-US$,19773,sa,1/1/1900,common:ComprehensiveIncome
19756,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3063,7/1/2028,-989.01,C,Payroll Computer Checks,Z-US$,19774,sa,1/1/1900,common:NetCashFlowOperatingActivities
19757,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3063,7/1/2028,-36.79,C,Payroll Computer Checks,Z-US$,19775,sa,1/1/1900,common:NetCashFlowOperatingActivities
19758,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3063,7/1/2028,-342.34,C,Payroll Computer Checks,Z-US$,19776,sa,1/1/1900,common:NetCashFlowOperatingActivities
19759,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,3063,7/1/2028,-51.33,C,Payroll Computer Checks,Z-US$,19777,sa,1/1/1900,common:NetCashFlowOperatingActivities
19760,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,3063,7/1/2028,1312.5,D,Payroll Computer Checks,Z-US$,19778,sa,1/1/1900,common:ComprehensiveIncome
19761,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,3063,7/1/2028,51.33,D,Payroll Computer Checks,Z-US$,19779,sa,1/1/1900,common:ComprehensiveIncome
19762,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,3063,7/1/2028,81.06,D,Payroll Computer Checks,Z-US$,19780,sa,1/1/1900,common:ComprehensiveIncome
19763,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3063,7/1/2028,-44.38,C,Payroll Computer Checks,Z-US$,19781,sa,1/1/1900,common:NetCashFlowOperatingActivities
19764,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,3064,7/1/2028,-50.61,C,Payroll Computer Checks,Z-US$,19782,sa,1/1/1900,common:NetCashFlowOperatingActivities
19765,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3064,7/1/2028,12.01,D,Payroll Computer Checks,Z-US$,19783,sa,1/1/1900,common:ComprehensiveIncome
19766,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,3064,7/1/2028,51.36,D,Payroll Computer Checks,Z-US$,19784,sa,1/1/1900,common:ComprehensiveIncome
19767,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,3064,7/1/2028,833.33,D,Payroll Computer Checks,Z-US$,19785,sa,1/1/1900,common:ComprehensiveIncome
19768,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,3064,7/1/2028,50.61,D,Payroll Computer Checks,Z-US$,19786,sa,1/1/1900,common:ComprehensiveIncome
19769,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3064,7/1/2028,-682.3,C,Payroll Computer Checks,Z-US$,19787,sa,1/1/1900,common:NetCashFlowOperatingActivities
19770,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3064,7/1/2028,-167.49,C,Payroll Computer Checks,Z-US$,19788,sa,1/1/1900,common:NetCashFlowOperatingActivities
19771,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3064,7/1/2028,-16.91,C,Payroll Computer Checks,Z-US$,19789,sa,1/1/1900,common:NetCashFlowOperatingActivities
19772,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3064,7/1/2028,-30,C,Payroll Computer Checks,Z-US$,19790,sa,1/1/1900,common:NetCashFlowOperatingActivities
19773,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,3065,7/1/2028,691.5,D,Payroll Computer Checks,Z-US$,19791,sa,1/1/1900,common:ComprehensiveIncome
19774,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3065,7/1/2028,-25.75,C,Payroll Computer Checks,Z-US$,19792,sa,1/1/1900,common:NetCashFlowOperatingActivities
19775,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3065,7/1/2028,-18.72,C,Payroll Computer Checks,Z-US$,19793,sa,1/1/1900,common:NetCashFlowOperatingActivities
19776,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3065,7/1/2028,-542.55,C,Payroll Computer Checks,Z-US$,19794,sa,1/1/1900,common:NetCashFlowOperatingActivities
19777,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,3065,7/1/2028,-50.4,C,Payroll Computer Checks,Z-US$,19795,sa,1/1/1900,common:NetCashFlowOperatingActivities
19778,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3065,7/1/2028,9.96,D,Payroll Computer Checks,Z-US$,19796,sa,1/1/1900,common:ComprehensiveIncome
19779,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,3065,7/1/2028,42.57,D,Payroll Computer Checks,Z-US$,19797,sa,1/1/1900,common:ComprehensiveIncome
19780,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3065,7/1/2028,-157.01,C,Payroll Computer Checks,Z-US$,19798,sa,1/1/1900,common:NetCashFlowOperatingActivities
19781,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,3065,7/1/2028,50.4,D,Payroll Computer Checks,Z-US$,19799,sa,1/1/1900,common:ComprehensiveIncome
19782,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3066,7/1/2028,-28.22,C,Payroll Computer Checks,Z-US$,19800,sa,1/1/1900,common:NetCashFlowOperatingActivities
19783,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3066,7/1/2028,18.27,D,Payroll Computer Checks,Z-US$,19801,sa,1/1/1900,common:ComprehensiveIncome
19784,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,3066,7/1/2028,-51.99,C,Payroll Computer Checks,Z-US$,19802,sa,1/1/1900,common:NetCashFlowOperatingActivities
19785,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3066,7/1/2028,-289.4,C,Payroll Computer Checks,Z-US$,19803,sa,1/1/1900,common:NetCashFlowOperatingActivities
19786,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,3066,7/1/2028,1312.5,D,Payroll Computer Checks,Z-US$,19804,sa,1/1/1900,common:ComprehensiveIncome
19787,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,3066,7/1/2028,51.99,D,Payroll Computer Checks,Z-US$,19805,sa,1/1/1900,common:ComprehensiveIncome
19788,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3066,7/1/2028,-105.45,C,Payroll Computer Checks,Z-US$,19806,sa,1/1/1900,common:NetCashFlowOperatingActivities
19789,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3066,7/1/2028,-985.79,C,Payroll Computer Checks,Z-US$,19807,sa,1/1/1900,common:NetCashFlowOperatingActivities
19790,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,3066,7/1/2028,78.09,D,Payroll Computer Checks,Z-US$,19808,sa,1/1/1900,common:ComprehensiveIncome
19791,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3067,7/1/2028,-129.3,C,Payroll Computer Checks,Z-US$,19809,sa,1/1/1900,common:NetCashFlowOperatingActivities
19792,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,3067,7/1/2028,-51.18,C,Payroll Computer Checks,Z-US$,19810,sa,1/1/1900,common:NetCashFlowOperatingActivities
19793,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3067,7/1/2028,11.83,D,Payroll Computer Checks,Z-US$,19811,sa,1/1/1900,common:ComprehensiveIncome
19794,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3067,7/1/2028,-174.76,C,Payroll Computer Checks,Z-US$,19812,sa,1/1/1900,common:NetCashFlowOperatingActivities
19795,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,3067,7/1/2028,51.18,D,Payroll Computer Checks,Z-US$,19813,sa,1/1/1900,common:ComprehensiveIncome
19796,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3067,7/1/2028,-653.76,C,Payroll Computer Checks,Z-US$,19814,sa,1/1/1900,common:NetCashFlowOperatingActivities
19797,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3067,7/1/2028,-13.38,C,Payroll Computer Checks,Z-US$,19815,sa,1/1/1900,common:NetCashFlowOperatingActivities
19798,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,3067,7/1/2028,908.79,D,Payroll Computer Checks,Z-US$,19816,sa,1/1/1900,common:ComprehensiveIncome
19799,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,3067,7/1/2028,50.58,D,Payroll Computer Checks,Z-US$,19817,sa,1/1/1900,common:ComprehensiveIncome
19800,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,3068,7/1/2028,14821.77,D,Payroll Computer Checks,Z-US$,19818,sa,1/1/1900,common:ComprehensiveIncome
19801,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,3068,7/1/2028,71.59,D,Payroll Computer Checks,Z-US$,19819,sa,1/1/1900,common:ComprehensiveIncome
19802,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,3068,7/1/2028,918.64,D,Payroll Computer Checks,Z-US$,19820,sa,1/1/1900,common:ComprehensiveIncome
19803,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3068,7/1/2028,214.85,D,Payroll Computer Checks,Z-US$,19821,sa,1/1/1900,common:ComprehensiveIncome
19804,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3068,7/1/2028,-569.72,C,Payroll Computer Checks,Z-US$,19822,sa,1/1/1900,common:NetCashFlowOperatingActivities
19805,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3068,7/1/2028,-8205.06,C,Payroll Computer Checks,Z-US$,19823,sa,1/1/1900,common:NetCashFlowOperatingActivities
19806,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3068,7/1/2028,-6730.83,C,Payroll Computer Checks,Z-US$,19824,sa,1/1/1900,common:NetCashFlowOperatingActivities
19807,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,3068,7/1/2028,-71.59,C,Payroll Computer Checks,Z-US$,19825,sa,1/1/1900,common:NetCashFlowOperatingActivities
19808,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3068,7/1/2028,-449.65,C,Payroll Computer Checks,Z-US$,19826,sa,1/1/1900,common:NetCashFlowOperatingActivities
19809,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,3069,7/1/2028,-50.7,C,Payroll Computer Checks,Z-US$,19827,sa,1/1/1900,common:NetCashFlowOperatingActivities
19810,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,3069,7/1/2028,54.93,D,Payroll Computer Checks,Z-US$,19828,sa,1/1/1900,common:ComprehensiveIncome
19811,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3069,7/1/2028,-31.73,C,Payroll Computer Checks,Z-US$,19829,sa,1/1/1900,common:NetCashFlowOperatingActivities
19812,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3069,7/1/2028,-24.53,C,Payroll Computer Checks,Z-US$,19830,sa,1/1/1900,common:NetCashFlowOperatingActivities
19813,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3069,7/1/2028,-703.38,C,Payroll Computer Checks,Z-US$,19831,sa,1/1/1900,common:NetCashFlowOperatingActivities
19814,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3069,7/1/2028,-199.14,C,Payroll Computer Checks,Z-US$,19832,sa,1/1/1900,common:NetCashFlowOperatingActivities
19815,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3069,7/1/2028,12.85,D,Payroll Computer Checks,Z-US$,19833,sa,1/1/1900,common:ComprehensiveIncome
19816,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,3069,7/1/2028,50.7,D,Payroll Computer Checks,Z-US$,19834,sa,1/1/1900,common:ComprehensiveIncome
19817,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,3069,7/1/2028,891,D,Payroll Computer Checks,Z-US$,19835,sa,1/1/1900,common:ComprehensiveIncome
19818,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,3070,7/1/2028,50.86,D,Payroll Computer Checks,Z-US$,19836,sa,1/1/1900,common:ComprehensiveIncome
19819,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3070,7/1/2028,-31.39,C,Payroll Computer Checks,Z-US$,19837,sa,1/1/1900,common:NetCashFlowOperatingActivities
19820,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3070,7/1/2028,-35,C,Payroll Computer Checks,Z-US$,19838,sa,1/1/1900,common:NetCashFlowOperatingActivities
19821,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3070,7/1/2028,14.43,D,Payroll Computer Checks,Z-US$,19839,sa,1/1/1900,common:ComprehensiveIncome
19822,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,3070,7/1/2028,61.69,D,Payroll Computer Checks,Z-US$,19840,sa,1/1/1900,common:ComprehensiveIncome
19823,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3070,7/1/2028,-741.59,C,Payroll Computer Checks,Z-US$,19841,sa,1/1/1900,common:NetCashFlowOperatingActivities
19824,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3070,7/1/2028,-268.14,C,Payroll Computer Checks,Z-US$,19842,sa,1/1/1900,common:NetCashFlowOperatingActivities
19825,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,3070,7/1/2028,1000,D,Payroll Computer Checks,Z-US$,19843,sa,1/1/1900,common:ComprehensiveIncome
19826,000-2150-00,Taxable Benefits Payable,common:CurrentLiabilities,UPRCC,3070,7/1/2028,-50.86,C,Payroll Computer Checks,Z-US$,19844,sa,1/1/1900,common:NetCashFlowOperatingActivities
19827,100-5150-00,Employee Benefits - Administration,common:Expenses,UPRCC,3071,7/1/2028,51.64,D,Payroll Computer Checks,Z-US$,19845,sa,1/1/1900,common:ComprehensiveIncome
19828,000-2200-00,Payroll Deductions Payable,common:CurrentLiabilities,UPRCC,3071,7/1/2028,-138.58,C,Payroll Computer Checks,Z-US$,19846,sa,1/1/1900,common:NetCashFlowOperatingActivities
19829,000-1110-00,Cash - Payroll,common:CurrentAssets,UPRCC,3071,7/1/2028,-683.12,C,Payroll Computer Checks,Z-US$,19847,sa,1/1/1900,common:NetCashFlowOperatingActivities
19830,100-5170-00,Payroll Taxes - Administration,common:Expenses,UPRCC,3071,7/1/2028,11.88,D,Payroll Computer Checks,Z-US$,19848,sa,1/1/1900,common:ComprehensiveIncome
19831,200-5170-00,Payroll Taxes - Accounting,common:Expenses,UPRCC,3071,7/1/2028,50.81,D,Payroll Computer Checks,Z-US$,19849,sa,1/1/1900,common:ComprehensiveIncome
19832,000-2161-00,IL State Withholding Payable,common:CurrentLiabilities,UPRCC,3071,7/1/2028,-15.72,C,Payroll Computer Checks,Z-US$,19850,sa,1/1/1900,common:NetCashFlowOperatingActivities
19833,000-2170-00,Federal Withholding Payable,common:CurrentLiabilities,UPRCC,3071,7/1/2028,-137.77,C,Payroll Computer Checks,Z-US$,19851,sa,1/1/1900,common:NetCashFlowOperatingActivities
19834,000-5100-00,Salaries and Wages,common:Expenses,UPRCC,3071,7/1/2028,912.5,D,Payroll Computer Checks,Z-US$,19852,sa,1/1/1900,common:ComprehensiveIncome
